,chrom,convs,covers,gene_id,pos2,posratio,cell_id
100,1,2,7037,ENSMUSG00000043716,16101742,0.0002842120221685377,control
101,1,2,7257,ENSMUSG00000043716,16101746,0.00027559597629874606,control
102,1,4,8442,ENSMUSG00000043716,16101775,0.00047382136934375743,control
103,1,3,8587,ENSMUSG00000043716,16101778,0.0003493653196692675,control
104,1,2,8264,ENSMUSG00000043716,16101784,0.0002420135527589545,control
105,1,1,8132,ENSMUSG00000043716,16101791,0.00012297097884899163,control
106,1,4,8295,ENSMUSG00000043716,16101793,0.0004822182037371911,control
107,1,1,8439,ENSMUSG00000043716,16101795,0.00011849745230477545,control
108,1,1,8439,ENSMUSG00000043716,16101799,0.00011849745230477545,control
109,1,1,8651,ENSMUSG00000043716,16101815,0.00011559357299734135,control
110,1,1,8684,ENSMUSG00000043716,16101831,0.00011515430677107324,control
111,1,1,8661,ENSMUSG00000043716,16101832,0.00011546010853250202,control
112,1,1,8638,ENSMUSG00000043716,16101834,0.00011576753878212549,control
113,1,1,8658,ENSMUSG00000043716,16101837,0.0001155001155001155,control
114,1,4,8539,ENSMUSG00000043716,16101842,0.00046843892727485657,control
115,1,2,8575,ENSMUSG00000043716,16101843,0.00023323615160349855,control
116,1,1,8345,ENSMUSG00000043716,16101849,0.00011983223487118035,control
117,1,2,8401,ENSMUSG00000043716,16101851,0.00023806689679800025,control
118,1,1,8432,ENSMUSG00000043716,16101854,0.00011859582542694497,control
119,1,1,8874,ENSMUSG00000043716,16101884,0.0001126887536623845,control
120,1,3,8630,ENSMUSG00000043716,16101889,0.0003476245654692932,control
121,1,5,8542,ENSMUSG00000043716,16101891,0.0005853430110044487,control
122,1,1,8477,ENSMUSG00000043716,16101893,0.00011796626164916834,control
123,1,1,8337,ENSMUSG00000043716,16101898,0.00011994722322178242,control
124,1,1,8000,ENSMUSG00000043716,16101905,0.000125,control
125,1,1,7586,ENSMUSG00000043716,16101914,0.0001318217769575534,control
126,1,1,7456,ENSMUSG00000043716,16101918,0.00013412017167381974,control
127,1,1,7411,ENSMUSG00000043716,16101920,0.00013493455673998112,control
128,1,1,7215,ENSMUSG00000043716,16101923,0.0001386001386001386,control
129,1,1,6916,ENSMUSG00000043716,16101934,0.00014459224985540774,control
130,1,1,7025,ENSMUSG00000043716,16102490,0.00014234875444839857,control
131,1,1,6570,ENSMUSG00000043716,16102503,0.00015220700152207003,control
132,1,3,6479,ENSMUSG00000043716,16102507,0.0004630344188918043,control
133,1,1,6275,ENSMUSG00000043716,16102510,0.00015936254980079682,control
134,1,3,4614,ENSMUSG00000043716,16102552,0.0006501950585175553,control
135,1,1,3628,ENSMUSG00000043716,16102569,0.0002756339581036384,control
136,1,2,3419,ENSMUSG00000043716,16102578,0.000584966364434045,control
137,1,1,3168,ENSMUSG00000043716,16102587,0.0003156565656565657,control
138,1,1,1979,ENSMUSG00000043716,16102721,0.0005053057099545225,control
139,1,2,981,ENSMUSG00000043716,16102793,0.0020387359836901123,control
140,1,1,875,ENSMUSG00000043716,16102805,0.001142857142857143,control
141,1,1,510,ENSMUSG00000043716,16103184,0.00196078431372549,control
142,1,1,343,ENSMUSG00000043716,16103215,0.0029154518950437317,control
143,1,1,343,ENSMUSG00000043716,16103216,0.0029154518950437317,control
144,1,1,202,ENSMUSG00000043716,16103250,0.0049504950495049506,control
145,1,1,124,ENSMUSG00000043716,16103288,0.008064516129032258,control
146,1,1,32,ENSMUSG00000043716,16104398,0.03125,control
147,1,1,18,ENSMUSG00000043716,16104403,0.05555555555555555,control
148,1,1,11,ENSMUSG00000043716,16104666,0.09090909090909091,control
149,1,1,22,ENSMUSG00000025921,16129263,0.045454545454545456,control
150,1,1,47,ENSMUSG00000025921,16132314,0.02127659574468085,control
151,1,1,50,ENSMUSG00000025921,16132394,0.02,control
152,1,1,10,ENSMUSG00000025921,16133507,0.1,control
153,1,1,22,ENSMUSG00000025920,16345975,0.045454545454545456,control
154,1,1,3,ENSMUSG00000025920,16519196,0.3333333333333333,control
155,1,1,16,ENSMUSG00000025939,16570717,0.0625,control
156,1,1,16,ENSMUSG00000025939,16598015,0.0625,control
157,1,1,117,ENSMUSG00000079658,16642803,0.008547008547008548,control
158,1,1,183,ENSMUSG00000079658,16642983,0.00546448087431694,control
159,1,2,194,ENSMUSG00000079658,16643088,0.010309278350515464,control
160,1,1,142,ENSMUSG00000079658,16643146,0.007042253521126761,control
161,1,1,147,ENSMUSG00000079658,16643224,0.006802721088435374,control
162,1,1,330,ENSMUSG00000079658,16643245,0.0030303030303030303,control
163,1,1,342,ENSMUSG00000079658,16643246,0.0029239766081871343,control
164,1,1,572,ENSMUSG00000079658,16643262,0.0017482517482517483,control
165,1,1,586,ENSMUSG00000079658,16643263,0.0017064846416382253,control
166,1,1,749,ENSMUSG00000079658,16643270,0.0013351134846461949,control
167,1,1,860,ENSMUSG00000079658,16643285,0.0011627906976744186,control
168,1,1,865,ENSMUSG00000079658,16643293,0.0011560693641618498,control
169,1,1,1002,ENSMUSG00000079658,16643335,0.000998003992015968,control
170,1,1,992,ENSMUSG00000079658,16643341,0.0010080645161290322,control
171,1,1,1023,ENSMUSG00000079658,16643353,0.0009775171065493646,control
172,1,3,761,ENSMUSG00000079658,16645701,0.003942181340341655,control
173,1,1,667,ENSMUSG00000079658,16645723,0.0014992503748125937,control
174,1,1,604,ENSMUSG00000079658,16645728,0.0016556291390728477,control
175,1,1,592,ENSMUSG00000079658,16645741,0.0016891891891891893,control
176,1,1,508,ENSMUSG00000079658,16645761,0.001968503937007874,control
177,1,3,352,ENSMUSG00000079658,16645806,0.008522727272727272,control
178,1,1,392,ENSMUSG00000079658,16647970,0.002551020408163265,control
179,1,1,307,ENSMUSG00000079658,16656300,0.003257328990228013,control
180,1,1,157,ENSMUSG00000079658,16656996,0.006369426751592357,control
181,1,1,107,ENSMUSG00000025940,16677617,0.009345794392523364,control
182,1,2,100,ENSMUSG00000025940,16677694,0.02,control
183,1,1,59,ENSMUSG00000025940,16677808,0.01694915254237288,control
184,1,1,15,ENSMUSG00000025940,16677838,0.06666666666666667,control
185,1,1,49,ENSMUSG00000025779,16706198,0.02040816326530612,control
186,1,1,47,ENSMUSG00000025779,16706201,0.02127659574468085,control
187,1,1,5,ENSMUSG00000042686,16995101,0.2,control
188,1,1,4,ENSMUSG00000025777,17161946,0.25,control
189,1,1,4,ENSMUSG00000025777,17163321,0.25,control
190,1,1,1,ENSMUSG00000101589,17398065,1.0,control
191,1,4,4,ENSMUSG00000101589,17398152,1.0,control
192,1,1,1,ENSMUSG00000101589,17398543,1.0,control
193,1,1,6,ENSMUSG00000041872,20777261,0.16666666666666666,control
194,1,1,278,ENSMUSG00000041859,20803143,0.0035971223021582736,control
195,1,2,20,ENSMUSG00000041859,20803516,0.1,control
196,1,2,17,ENSMUSG00000041859,20805847,0.11764705882352941,control
197,1,1,1,ENSMUSG00000082935,21512383,1.0,control
198,1,1,6,ENSMUSG00000026156,23845525,0.16666666666666666,control
199,1,1,57,ENSMUSG00000026155,23845689,0.017543859649122806,control
200,1,1,116,ENSMUSG00000026155,23845812,0.008620689655172414,control
201,1,1,113,ENSMUSG00000026155,23845838,0.008849557522123894,control
202,1,1,113,ENSMUSG00000026155,23845839,0.008849557522123894,control
203,1,1,87,ENSMUSG00000026155,23845863,0.011494252873563218,control
204,1,1,66,ENSMUSG00000026155,23891975,0.015151515151515152,control
205,1,2,138,ENSMUSG00000026154,23996009,0.014492753623188406,control
206,1,1,139,ENSMUSG00000026154,23996020,0.007194244604316547,control
207,1,1,162,ENSMUSG00000026154,23996128,0.006172839506172839,control
208,1,1,167,ENSMUSG00000026154,23996189,0.005988023952095809,control
209,1,2,137,ENSMUSG00000026154,23996207,0.014598540145985401,control
210,1,3,122,ENSMUSG00000026154,23996255,0.02459016393442623,control
211,1,1,29,ENSMUSG00000067736,24612730,0.034482758620689655,control
212,1,1,4094,ENSMUSG00000101939,24613008,0.0002442598925256473,control
213,1,4,4485,ENSMUSG00000101939,24613048,0.0008918617614269788,control
214,1,1,4496,ENSMUSG00000101939,24613052,0.00022241992882562276,control
215,1,1,4530,ENSMUSG00000101939,24613059,0.0002207505518763797,control
216,1,1,4541,ENSMUSG00000101939,24613065,0.00022021581149526536,control
217,1,1,4546,ENSMUSG00000101939,24613075,0.0002199736031676199,control
218,1,2,4546,ENSMUSG00000101939,24613084,0.0004399472063352398,control
219,1,2,4546,ENSMUSG00000101939,24613085,0.0004399472063352398,control
220,1,2,4547,ENSMUSG00000101939,24613089,0.0004398504508467121,control
221,1,2,4548,ENSMUSG00000101939,24613096,0.00043975373790677223,control
222,1,1,4548,ENSMUSG00000101939,24613102,0.00021987686895338611,control
223,1,2,107,ENSMUSG00000101939,24613120,0.018691588785046728,control
224,1,1,13,ENSMUSG00000102070,24614988,0.07692307692307693,control
225,1,1,13,ENSMUSG00000102070,24614993,0.07692307692307693,control
226,1,1,13,ENSMUSG00000102070,24614994,0.07692307692307693,control
227,1,1,61,ENSMUSG00000086240,28580622,0.01639344262295082,control
228,1,1,2,ENSMUSG00000086240,28580777,0.5,control
229,1,1,2,ENSMUSG00000101235,29219999,0.5,control
230,1,1,2,ENSMUSG00000101235,29220048,0.5,control
231,1,1,1,ENSMUSG00000101235,29220240,1.0,control
232,1,1,64,ENSMUSG00000048874,30803169,0.015625,control
233,1,1,70,ENSMUSG00000048874,30803273,0.014285714285714285,control
234,1,1,33,ENSMUSG00000048874,30805241,0.030303030303030304,control
235,1,1,161,ENSMUSG00000048874,30805550,0.006211180124223602,control
236,1,1,160,ENSMUSG00000048874,30805602,0.00625,control
237,1,1,148,ENSMUSG00000048874,30805623,0.006756756756756757,control
238,1,1,102,ENSMUSG00000048874,30805667,0.00980392156862745,control
239,1,1,47,ENSMUSG00000026064,30940358,0.02127659574468085,control
240,1,1,50,ENSMUSG00000026064,30940481,0.02,control
241,1,1,12,ENSMUSG00000026064,30942589,0.08333333333333333,control
242,1,1,8,ENSMUSG00000026058,32311015,0.125,control
243,1,2,157,ENSMUSG00000026134,33453974,0.012738853503184714,control
244,1,1,6,ENSMUSG00000101682,33482495,0.16666666666666666,control
245,1,1,65,ENSMUSG00000042215,33745677,0.015384615384615385,control
246,1,1,15,ENSMUSG00000042215,33746763,0.06666666666666667,control
247,1,1,15,ENSMUSG00000042215,33746770,0.06666666666666667,control
248,1,1,24,ENSMUSG00000042197,33792142,0.041666666666666664,control
249,1,1,3,ENSMUSG00000026131,34238666,0.3333333333333333,control
250,1,1,13,ENSMUSG00000026131,34308032,0.07692307692307693,control
251,1,1,27,ENSMUSG00000026131,34308251,0.037037037037037035,control
252,1,1,39,ENSMUSG00000042111,34436677,0.02564102564102564,control
253,1,1,101,ENSMUSG00000042111,34436794,0.009900990099009901,control
254,1,1,105,ENSMUSG00000042111,34436847,0.009523809523809525,control
255,1,1,96,ENSMUSG00000042111,34436870,0.010416666666666666,control
256,1,1,82,ENSMUSG00000026127,34444618,0.012195121951219513,control
257,1,1,88,ENSMUSG00000026127,34444623,0.011363636363636364,control
258,1,1,143,ENSMUSG00000026127,34444843,0.006993006993006993,control
259,1,1,113,ENSMUSG00000026127,34444889,0.008849557522123894,control
260,1,1,95,ENSMUSG00000026127,34444927,0.010526315789473684,control
261,1,1,11,ENSMUSG00000026127,34445731,0.09090909090909091,control
262,1,1,68,ENSMUSG00000026126,34472807,0.014705882352941176,control
263,1,1,78,ENSMUSG00000026126,34472828,0.01282051282051282,control
264,1,1,92,ENSMUSG00000037503,34813249,0.010869565217391304,control
265,1,1,146,ENSMUSG00000037503,34813362,0.00684931506849315,control
266,1,1,21,ENSMUSG00000037503,34817125,0.047619047619047616,control
267,1,1,62,ENSMUSG00000037503,34817212,0.016129032258064516,control
268,1,1,61,ENSMUSG00000037503,34817356,0.01639344262295082,control
269,1,1,1,ENSMUSG00000026123,34877078,1.0,control
270,1,1,96,ENSMUSG00000045216,36106274,0.010416666666666666,control
271,1,1,6,ENSMUSG00000037470,36157427,0.16666666666666666,control
272,1,1,29,ENSMUSG00000047180,36264791,0.034482758620689655,control
273,1,1,53,ENSMUSG00000010453,36335976,0.018867924528301886,control
274,1,1,1,ENSMUSG00000037408,36506948,1.0,control
275,1,1,281,ENSMUSG00000061518,36691603,0.0035587188612099642,control
276,1,3,528,ENSMUSG00000061518,36691654,0.005681818181818182,control
277,1,1,640,ENSMUSG00000061518,36691673,0.0015625,control
278,1,4,671,ENSMUSG00000061518,36691677,0.005961251862891207,control
279,1,1,788,ENSMUSG00000061518,36692214,0.0012690355329949238,control
280,1,1,1213,ENSMUSG00000061518,36692264,0.0008244023083264633,control
281,1,2,1353,ENSMUSG00000061518,36692442,0.0014781966001478197,control
282,1,1,1598,ENSMUSG00000061518,36692461,0.0006257822277847309,control
283,1,1,1881,ENSMUSG00000061518,36692483,0.000531632110579479,control
284,1,1,2376,ENSMUSG00000061518,36692520,0.00042087542087542086,control
285,1,1,2487,ENSMUSG00000061518,36692543,0.0004020908725371934,control
286,1,1,2526,ENSMUSG00000061518,36692549,0.000395882818685669,control
287,1,1,2346,ENSMUSG00000061518,36693210,0.00042625745950554135,control
288,1,2,2338,ENSMUSG00000061518,36693215,0.000855431993156544,control
289,1,1,2351,ENSMUSG00000061518,36693217,0.0004253509145044662,control
290,1,1,2336,ENSMUSG00000061518,36693222,0.0004280821917808219,control
291,1,2,2385,ENSMUSG00000061518,36693225,0.0008385744234800838,control
292,1,1,2378,ENSMUSG00000061518,36693227,0.00042052144659377626,control
293,1,1,2423,ENSMUSG00000061518,36693232,0.0004127115146512588,control
294,1,1,1695,ENSMUSG00000061518,36693326,0.0005899705014749262,control
295,1,2,1605,ENSMUSG00000061518,36693346,0.0012461059190031153,control
296,1,1,1704,ENSMUSG00000061518,36693362,0.0005868544600938967,control
297,1,1,1423,ENSMUSG00000061518,36693374,0.0007027406886858749,control
298,1,4,1255,ENSMUSG00000061518,36693381,0.0031872509960159364,control
299,1,1,47,ENSMUSG00000037351,36698214,0.02127659574468085,control
300,1,1,15,ENSMUSG00000037351,36698460,0.06666666666666667,control
301,1,1,96,ENSMUSG00000037351,36699366,0.010416666666666666,control
302,1,2,105,ENSMUSG00000037351,36699390,0.01904761904761905,control
303,1,2,83,ENSMUSG00000037351,36699440,0.024096385542168676,control
304,1,1,101,ENSMUSG00000026116,36792316,0.009900990099009901,control
305,1,1,109,ENSMUSG00000026116,36792355,0.009174311926605505,control
306,1,2,2,ENSMUSG00000080054,36957909,1.0,control
307,1,1,54,ENSMUSG00000026112,37417199,0.018518518518518517,control
308,1,1,132,ENSMUSG00000026111,37438693,0.007575757575757576,control
309,1,1,158,ENSMUSG00000026111,37438718,0.006329113924050633,control
310,1,2,77,ENSMUSG00000026111,37438983,0.025974025974025976,control
311,1,1,593,ENSMUSG00000026087,37897835,0.0016863406408094434,control
312,1,2,593,ENSMUSG00000026087,37897837,0.003372681281618887,control
313,1,1,808,ENSMUSG00000026087,37898101,0.0012376237623762376,control
314,1,1,886,ENSMUSG00000026087,37898130,0.001128668171557562,control
315,1,1,927,ENSMUSG00000026087,37898136,0.0010787486515641855,control
316,1,2,966,ENSMUSG00000026087,37898143,0.002070393374741201,control
317,1,1,1020,ENSMUSG00000026087,37898183,0.000980392156862745,control
318,1,1,950,ENSMUSG00000026087,37898232,0.0010526315789473684,control
319,1,1,764,ENSMUSG00000026087,37898281,0.0013089005235602095,control
320,1,1,665,ENSMUSG00000026087,37898293,0.0015037593984962407,control
321,1,1,576,ENSMUSG00000026087,37898309,0.001736111111111111,control
322,1,6,308,ENSMUSG00000026087,37898335,0.01948051948051948,control
323,1,1,7,ENSMUSG00000058407,37985391,0.14285714285714285,control
324,1,1,249,ENSMUSG00000058407,37987494,0.004016064257028112,control
325,1,1,310,ENSMUSG00000058407,37987522,0.0032258064516129032,control
326,1,1,303,ENSMUSG00000058407,37987580,0.0033003300330033004,control
327,1,3,303,ENSMUSG00000058407,37987632,0.009900990099009901,control
328,1,1,152,ENSMUSG00000058407,37990346,0.006578947368421052,control
329,1,1,97,ENSMUSG00000058407,37990408,0.010309278350515464,control
330,1,1,249,ENSMUSG00000026083,38018084,0.004016064257028112,control
331,1,2,260,ENSMUSG00000026083,38018099,0.007692307692307693,control
332,1,4,254,ENSMUSG00000026083,38018110,0.015748031496062992,control
333,1,1,209,ENSMUSG00000026083,38018974,0.004784688995215311,control
334,1,2,194,ENSMUSG00000026083,38018987,0.010309278350515464,control
335,1,1,185,ENSMUSG00000026083,38019011,0.005405405405405406,control
336,1,1,181,ENSMUSG00000026083,38019034,0.0055248618784530384,control
337,1,1,166,ENSMUSG00000026083,38019046,0.006024096385542169,control
338,1,2,145,ENSMUSG00000026083,38019073,0.013793103448275862,control
339,1,2,142,ENSMUSG00000026083,38019089,0.014084507042253521,control
340,1,1,122,ENSMUSG00000026083,38019151,0.00819672131147541,control
341,1,1,204,ENSMUSG00000026083,38021704,0.004901960784313725,control
342,1,1,136,ENSMUSG00000026083,38021789,0.007352941176470588,control
343,1,1,57,ENSMUSG00000026083,38022227,0.017543859649122806,control
344,1,1,33,ENSMUSG00000026083,38036080,0.030303030303030304,control
345,1,1,31,ENSMUSG00000026083,38036207,0.03225806451612903,control
346,1,1,12,ENSMUSG00000026083,38046713,0.08333333333333333,control
347,1,2,11,ENSMUSG00000026083,38051240,0.18181818181818182,control
348,1,1,42,ENSMUSG00000026083,38052017,0.023809523809523808,control
349,1,1,38,ENSMUSG00000026083,38052018,0.02631578947368421,control
350,1,1,16,ENSMUSG00000026082,38052790,0.0625,control
351,1,2,32,ENSMUSG00000026082,38052977,0.0625,control
352,1,1,8,ENSMUSG00000026082,38088071,0.125,control
353,1,1,22,ENSMUSG00000037138,38177423,0.045454545454545456,control
354,1,1,10,ENSMUSG00000048814,38793789,0.1,control
355,1,1,208,ENSMUSG00000026078,38996330,0.004807692307692308,control
356,1,1,255,ENSMUSG00000026078,38996377,0.00392156862745098,control
357,1,1,90,ENSMUSG00000073702,39367888,0.011111111111111112,control
358,1,2,2611,ENSMUSG00000073702,39367921,0.0007659900421294523,control
359,1,2,2847,ENSMUSG00000073702,39368139,0.0007024938531787847,control
360,1,2,2848,ENSMUSG00000073702,39368143,0.0007022471910112359,control
361,1,1,2844,ENSMUSG00000073702,39368168,0.00035161744022503517,control
362,1,4,2821,ENSMUSG00000073702,39368189,0.0014179369018078695,control
363,1,10,2974,ENSMUSG00000073702,39370061,0.0033624747814391394,control
364,1,1,3293,ENSMUSG00000073702,39370066,0.0003036744609778318,control
365,1,1,3717,ENSMUSG00000073702,39370075,0.0002690341673392521,control
366,1,2,4996,ENSMUSG00000073702,39370097,0.00040032025620496394,control
367,1,5,6646,ENSMUSG00000073702,39370120,0.0007523322299127295,control
368,1,2,7757,ENSMUSG00000073702,39370959,0.00025783163594173,control
369,1,2,7913,ENSMUSG00000073702,39370963,0.0002527486414760521,control
370,1,2,8028,ENSMUSG00000073702,39370965,0.00024912805181863477,control
371,1,5,8394,ENSMUSG00000073702,39370976,0.0005956635692161067,control
372,1,3,8268,ENSMUSG00000073702,39370981,0.000362844702467344,control
373,1,1,8186,ENSMUSG00000073702,39370984,0.0001221597849987784,control
374,1,3,8103,ENSMUSG00000073702,39370995,0.00037023324694557573,control
375,1,1,7970,ENSMUSG00000073702,39371004,0.00012547051442910915,control
376,1,1,7752,ENSMUSG00000073702,39371010,0.00012899896800825592,control
377,1,3,7724,ENSMUSG00000073702,39371011,0.0003883997928534438,control
378,1,3,7570,ENSMUSG00000073702,39371033,0.0003963011889035667,control
379,1,1,7530,ENSMUSG00000073702,39371040,0.00013280212483399734,control
380,1,22,7442,ENSMUSG00000073702,39371045,0.002956194571351787,control
381,1,1,7451,ENSMUSG00000073702,39371049,0.00013421017313112335,control
382,1,1,7087,ENSMUSG00000073702,39371059,0.00014110342881332017,control
383,1,1,7078,ENSMUSG00000073702,39371060,0.00014128284826222097,control
384,1,1,6748,ENSMUSG00000073702,39371304,0.00014819205690574984,control
385,1,1,5693,ENSMUSG00000073702,39371319,0.0001756543123133673,control
386,1,1,5507,ENSMUSG00000073702,39371323,0.00018158707100054475,control
387,1,1,4988,ENSMUSG00000073702,39371335,0.00020048115477145148,control
388,1,2,4842,ENSMUSG00000073702,39371338,0.0004130524576621231,control
389,1,1,4616,ENSMUSG00000073702,39371343,0.0002166377816291161,control
390,1,1,4098,ENSMUSG00000073702,39371353,0.0002440214738897023,control
391,1,1,3409,ENSMUSG00000073702,39371362,0.0002933411557641537,control
392,1,2,812,ENSMUSG00000073702,39371367,0.0024630541871921183,control
393,1,1,103,ENSMUSG00000073702,39371466,0.009708737864077669,control
394,1,1,96,ENSMUSG00000073702,39371788,0.010416666666666666,control
395,1,1,31,ENSMUSG00000003135,39545161,0.03225806451612903,control
396,1,1,34,ENSMUSG00000003135,39545358,0.029411764705882353,control
397,1,1,36,ENSMUSG00000026074,40024739,0.027777777777777776,control
