p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
2.4045133835606064e-34	1.8212709185517073	0.375	0.034	4.795561492173274e-30	6	CDKN1C
3.9502579020075355e-21	1.8191688597705877	0.708	0.292	7.878394359763828e-17	6	CARD16
1.260810893144384e-39	1.8075961099261366	0.936	0.286	2.5145612452871596e-35	5	KRT19
6.502112170634315e-25	1.7958030407449297	0.625	0.154	1.2967812513113078e-20	6	CD48
1.0262097905271318e-20	1.7958001066394522	0.667	0.236	2.0466728062273116e-16	6	PYCARD
9.093233003496864e-87	1.789720710081447	0.704	0.094	1.8135543902174145e-82	1	TESC
3.766064288665252e-58	1.7892895961140827	0.957	0.813	7.511038617313979e-54	2	VIM
9.481929060370837e-43	1.7875184623593345	0.554	0.129	1.8910759318003598e-38	2	CD37
1.8523163091607427e-83	1.7863851688846961	0.964	0.519	3.6942596469901853e-79	1	KRT8
2.327734906043853e-25	1.7836192832356694	0.514	0.103	4.642434496613861e-21	6	SELPLG
3.318453386507752e-24	1.7801529560382927	0.237	0.034	6.618323434051061e-20	1	CST1
4.1649095878434e-34	1.772748337463411	0.468	0.123	8.306495681994876e-30	2	CLEC7A
2.747492086466942e-54	1.7719744390286458	0.371	0.02	5.479598217249669e-50	2	LY86
7.807170099306913e-110	1.7710909170975313	0.991	0.646	1.5570620046057707e-105	1	VMP1
3.571703931746635e-86	1.7648856727563822	0.556	0.025	7.123406321475489e-82	1	MMP7
1.402772740028139e-63	1.758488159012423	0.83	0.223	2.7976899527121204e-59	3	UBE2C
2.1320445924914955e-43	1.7572065364623866	0.806	0.486	4.252149735265038e-39	2	GNAI2
2.3415727859641352e-8	1.7549323763909506	0.889	0.593	4.6700327643268714e-4	7	MYDGF
2.1566291714101503e-15	1.7518949051763302	0.403	0.11	4.301181219460404e-11	6	HMOX1
5.785189063338324e-55	1.7505466730168417	0.973	0.855	1.1537981067921954e-50	2	DUSP1
3.124192528956366e-31	1.7457999477398605	0.923	0.326	6.230889579750577e-27	5	C15orf48
2.0216326796397135e-22	1.7426803103106336	0.446	0.178	4.031944216273445e-18	2	CXCR4
1.311726623633552e-87	1.7416767991434927	0.991	0.681	2.6161075781747562e-83	1	RPS27L
2.0514952094281647e-125	1.7317533801789655	1	0.859	4.091502045683531e-121	1	RPS16
3.7833406188220926e-42	1.727011798671509	0.431	0.033	7.545494530178781e-38	6	CX3CR1
5.0178787283341834e-39	1.723300777052525	0.855	0.722	1.0007657335789696e-34	2	JUNB
5.8071665064521095e-36	1.7204920624446478	0.846	0.225	1.1581812880468087e-31	5	MGP
6.922229587967028e-45	1.7199431603602915	0.556	0.018	1.3805694690241441e-40	7	FAM46C
5.049193852337642e-33	1.7178173534763665	1	0.951	1.0070112219102193e-28	6	CST3
6.820579303261587e-38	1.7128734467720441	0.435	0.083	1.360296336242491e-33	2	PLEK
6.861403702580019e-81	1.7117184853623026	0.527	0.022	1.368438354442559e-76	1	SPP1
1.207860031091421e-32	1.7115561900615712	0.392	0.08	2.40895604600873e-28	2	ALOX5AP
1.3521382986503987e-37	1.7102509455780313	0.548	0.147	2.696704622828355e-33	2	CD53
2.5025999430208764e-37	1.7102129037812905	0.366	0.051	4.991185326360836e-33	2	ITGAM
3.0030297216659045e-58	1.7097559820191561	0.828	0.446	5.98924247689048e-54	1	KRT7
6.647465107609545e-31	1.7075099302040613	0.419	0.103	1.3257704410616477e-26	2	BTG2
8.328315823530909e-23	1.704719030340162	0.597	0.16	1.6609993078450043e-18	6	RPL10P9
1.9408562704788172e-76	1.7020615195606346	0.911	0.505	3.870843745842953e-72	1	TRAM1
2.5006103831007266e-26	1.7016407513784448	0.483	0.126	4.987217348056089e-22	3	IFI27
3.2394469561438037e-20	1.6969135745557373	0.722	0.097	6.460753009333202e-16	7	FKBP11
2.265081879144104e-23	1.6968889001958254	0.554	0.288	4.517479299765001e-19	2	FCGRT
7.357887789291666e-30	1.6896462701671489	0.747	0.545	1.46745714069633e-25	2	GLRX
1.6447499262610509e-16	1.686298853013017	0.611	0.243	3.28028925293504e-12	6	TNFSF10
3.0093242900782365e-73	1.6793620296274603	0.828	0.356	6.001796364132035e-69	1	CLU
1.401314645376073e-106	1.6792837736926203	0.66	0.029	2.79478192873804e-102	1	CNTN1
9.278275092716723e-41	1.6788552139596642	0.836	0.262	1.850459184491423e-36	4	SAA1
2.2185994036276206e-83	1.677015930795922	0.896	0.454	4.4247746505949264e-79	1	ASPH
3.6374580808230874e-21	1.6760450917822398	0.611	0.178	7.254546396393566e-17	6	CD37
7.930468948230588e-22	1.6717946230304659	0.478	0.201	1.5816527270351084e-17	2	RHOB
3.8887834420134572e-25	1.6716947674430904	0.764	0.26	7.75578969675164e-21	6	VSIR
1.3755665416771765e-26	1.6687992486999301	0.458	0.075	2.743429910720961e-22	6	LILRA5
1.454901670535786e-53	1.6640986581763024	0.892	0.487	2.901655891716572e-49	2	SERPINA1
9.225907305133544e-17	1.6634622618930874	0.792	0.547	1.840014952935834e-12	6	HLA-E
1.123657981964318e-51	1.6611521456463412	0.914	0.776	2.2410234792296355e-47	2	GRN
8.256210554446492e-34	1.659440629479531	0.387	0.073	1.6466186329788084e-29	2	EVI2A
2.041642308418546e-30	1.654318686030302	0.444	0.058	4.071851419909948e-26	6	PIK3AP1
2.1113929666319198e-40	1.650815463177838	1	0.998	4.2109621326507006e-36	6	B2M
4.137912962939075e-15	1.648769525477086	0.556	0.209	8.252653613285692e-11	6	ID2
1.4157571532117739e-90	1.648107525609515	0.716	0.132	2.823586066365562e-86	1	ATP1B1
2.533344795111847e-21	1.6433582788753507	0.861	0.593	5.0525028593710674e-17	6	ASAH1
5.16922464256186e-32	1.6345067963229492	0.737	0.48	1.0309501627125373e-27	2	LTA4H
8.580723144073764e-17	1.6313370098327225	0.559	0.397	1.7113394238540716e-12	2	MCL1
1.2553258327477297e-23	1.6184053753576455	0.376	0.112	2.503621840832072e-19	2	MEGF9
2.89889655607648e-9	1.613173027819456	0.889	0.427	5.781559291438932e-5	7	PDIA4
2.150406730811884e-24	1.6108261668701527	0.53	0.274	4.2887711839312215e-20	1	DKK1
2.416641119440939e-17	1.6062039085071356	0.514	0.159	4.819749048613009e-13	6	CASP1
2.5312774893632216e-68	1.605083403302452	0.896	0.458	5.048379824786009e-64	1	TFPI
4.704448471566081e-26	1.6018078645855456	0.672	0.412	9.382552031691392e-22	2	TXNIP
8.884700834001148e-28	1.5980302276785943	1	0.916	1.7719647343331888e-23	6	SH3BGRL3
3.5550468308775977e-26	1.5974342537984643	0.468	0.165	7.090185399502281e-22	2	ZFP36L2
6.654304693781414e-37	1.596914613520756	0.435	0.081	1.3271345281277651e-32	2	HLA-DQB1
6.389138514498622e-22	1.5949952667483949	0.538	0.283	1.2742497853316052e-17	2	IFNGR2
1.8526704972722618e-21	1.5915993332375675	0.403	0.07	3.694966039759799e-17	6	LGALS9
4.9546278948414825e-15	1.587601213333009	0.542	0.196	9.881509873471853e-11	6	LIMD2
1.2512810337492067e-19	1.5851146806201428	0.806	0.598	2.4955548937094176e-15	6	DRAP1
6.510413476756838e-26	1.5845861809830506	0.478	0.162	1.2984368638043837e-21	2	LIMD2
1.5525888687892251e-13	1.582017831892407	0.556	0.085	3.096483239913231e-9	7	ELL2
3.9068813723423e-59	1.581462160750395	0.995	0.892	7.791884208999484e-55	2	PSAP
7.567223099335184e-28	1.581004209826131	0.36	0.078	1.509206974931409e-23	2	CD302
4.4340235086990836e-94	1.5807717854291206	0.624	0.039	8.843216485749452e-90	1	IGFBP4
1.4281465887621016e-37	1.5788609611260882	0.301	0.026	2.8482955566271355e-33	2	RBP7
1.0012568263300438e-47	1.575360206881928	0.888	0.266	1.9969066144326394e-43	4	PCLAF
2.2666787324365606e-36	1.5728470649568849	0.333	0.038	4.5206640639714764e-32	2	ADA2
9.049001070160708e-53	1.5702761700950623	0.778	0.229	1.8047327734328517e-48	3	CCNB1
7.772437336616772e-80	1.569020174381405	0.615	0.08	1.5501349024148491e-75	1	MMD
1.782572558764649e-14	1.5671992998236264	0.538	0.392	3.555162711200216e-10	2	AGTRAP
1.14646276956856e-14	1.56692393826303	0.417	0.12	2.2865053476275363e-10	6	TBXAS1
3.8813010545356885e-28	1.5572644245607057	0.543	0.203	7.740866823165978e-24	2	PYCARD
1.853034484076924e-23	1.555435501714624	0.645	0.427	3.6956919750430175e-19	2	KLF6
2.600949887330356e-37	1.5536104674339846	0.923	0.309	5.1873344552916624e-33	5	WFDC21P
5.738153370873615e-40	1.5496033066848516	0.516	0.112	1.1444173082870338e-35	2	CD48
5.350254658081623e-26	1.5481358482372185	1	0.867	1.0670547890077989e-21	6	DUSP1
2.8171881224647595e-20	1.547476688107642	0.543	0.302	5.618599991443716e-16	2	ARRB2
8.698325087530877e-15	1.547309811751182	0.514	0.18	1.734793955457158e-10	6	LYST
3.813960339853854e-43	1.54612107354452	0.457	0.074	7.606562501804526e-39	2	CORO1A
1.7820434788019083e-9	1.5423654031023637	0.389	0.156	3.554107514122526e-5	6	NAAA
2.2292186215713093e-14	1.5396856068712512	0.575	0.452	4.445953618861819e-10	2	CCNL1
1.130469434673896e-21	1.537057604285233	0.349	0.098	2.2546082405136183e-17	2	HLA-DMB
3.4918020320892806e-10	1.536690392751872	1	0.774	6.9640499727988615e-6	7	SSR4
3.5963337917443597e-71	1.5345809523922103	0.607	0.11	7.172528114254952e-67	1	HSPA2
1.0183414511119128e-13	1.5336228473305884	0.444	0.139	2.030980190097599e-9	6	PLAC8
6.538259814002529e-17	1.532524217653987	0.694	0.306	1.3039905373046643e-12	6	GMFG
3.90494990440697e-11	1.5303561929215495	0.333	0.167	7.788032089349261e-7	2	TNFAIP3
3.6556467257548843e-32	1.5275576853282584	1	0.512	7.290821829845541e-28	5	SELENOM
1.3996489977284592e-74	1.5240913163077079	0.902	0.488	2.791459961069639e-70	1	HIF1A
7.22526753084254e-16	1.5213426105175871	0.495	0.293	1.4410073563512361e-11	2	GCA
8.169926390475313e-39	1.5208964100257574	0.57	0.15	1.6294101193163965e-34	2	SPI1
9.279957370102329e-26	1.520174890978583	0.683	0.489	1.8507946978932086e-21	2	RNF130
8.091027130633059e-24	1.51820906196384	0.392	0.118	1.6136744509334574e-19	2	MYO1F
1.4526868863755613e-36	1.5160892409208437	0.489	0.11	2.8972387261874193e-32	2	HCK
1.6763713005415591e-12	1.5129404825117367	0.722	0.513	3.3433549218000855e-8	6	LTA4H
3.178746689268442e-31	1.5128399849123777	0.853	0.423	6.3396923970769804e-27	4	HIST1H4C
7.95837563228815e-29	1.5120851279449585	1	0.932	1.5872184361035487e-24	6	SAT1
1.3280291295347228e-36	1.5120734292741127	0.974	0.307	2.648621295944051e-32	5	C3
1.7475272889828392e-30	1.5093578975092403	0.296	0.04	3.485268425147375e-26	2	BST1
7.800991047905075e-26	1.5088655943263451	0.361	0.043	1.5558296545941882e-21	6	SCIMP
1.9851444319483542e-56	1.5077101190498619	0.852	0.266	3.959172055077798e-52	3	PTTG1
2.58757977710017e-13	1.506326849928977	0.403	0.116	5.160669107448579e-9	6	PECAM1
1.7608072640932064e-27	1.5059860826906333	0.333	0.065	3.511754007507491e-23	2	GLIPR2
4.200681214545949e-26	1.5053297582167093	0.731	0.637	8.37783861429044e-22	2	APLP2
1.3489753450080087e-32	1.5035706544124894	0.849	0.811	2.6903964280839726e-28	2	ITM2B
1.9081560843711153e-20	1.5032389392150698	0.371	0.125	3.8056264946697525e-16	2	EMB
4.390126772119109e-85	1.5027593675064077	0.71	0.141	8.75566883431435e-81	1	UGDH
1.2189551747178791e-39	1.5000355084448609	0.591	0.163	2.4310842004573384e-35	2	HCLS1
3.633066218833654e-27	1.4986463915232897	0.778	0.206	7.24578726684184e-23	6	TMEM176B
5.525178365256045e-30	1.4977398406903983	1	0.524	1.1019415731666656e-25	5	NNMT
1.4338324227706855e-43	1.497504344876306	0.565	0.112	2.8596353839738552e-39	2	HLA-DRB5
5.945698041823866e-27	1.4970918078088804	0.972	0.894	1.1858100174613518e-22	6	ARPC2
2.2548785726596576e-18	1.496936889309542	0.611	0.2	4.497129825312421e-14	6	FGR
